timestamp,open,high,low,close,volume,adjusted_close
2015-01-02,59.9,60.43,58.51,59.24,2796400,59.24
2015-01-05,58.6,59.24,57.84,58.17,3688200,58.17
2015-01-06,58.18,58.55,56.55,57.2,3174900,57.2
2015-01-07,57.79,57.95,56.6,56.93,4284300,56.93
2015-01-08,57.33,58.78,57.17,58.59,3756600,58.59
2015-01-09,59.16,59.5,57.77,58.16,6875300,58.16
2015-01-12,58.45,58.6,57.52,57.73,2724500,57.73
2015-01-13,58.39,59.54,57.3,57.97,3509100,57.97
2015-01-14,57.41,57.78,56.38,57.25,3098400,57.25
2015-01-15,57.15,57.54,55.03,55.11,4821000,55.11
2015-01-16,54.96,56.72,54.95,56.64,3236700,56.64
2015-01-20,56.7,57.56,55.81,57.29,6521500,57.29
2015-01-21,56.99,58.55,56.84,57.71,3544900,57.71
2015-01-22,57.91,58.46,57.17,58.0,5481500,58.0
2015-01-23,58.0,59.05,57.78,58.62,3887300,58.62
2015-01-26,58.53,59.98,58.4,59.78,4753200,59.78
2015-01-27,58.9,58.9,57.24,57.79,4150700,57.79
2015-01-28,58.43,58.5,56.35,56.35,4683400,56.35
2015-01-29,56.8,58.26,55.85,58.1,4424500,58.1
2015-01-30,57.5,58.14,56.37,56.45,3817400,56.45
2015-02-02,56.88,57.33,55.45,57.28,3495200,57.28
2015-02-03,57.66,58.66,57.23,58.61,3474200,58.61
2015-02-04,58.44,59.47,58.21,58.99,3013100,58.99
2015-02-05,58.95,59.48,58.76,59.26,2513000,59.26
2015-02-06,59.26,59.7,58.65,59.17,2714200,59.17
2015-02-09,58.85,58.98,57.82,57.98,2879000,57.98
2015-02-10,58.5,59.17,58.22,58.79,3093700,58.79
2015-02-11,58.82,59.1,58.61,58.8,3413700,58.8
2015-02-12,59.29,61.34,59.22,61.26,5284800,61.26
2015-02-13,61.25,63.22,61.1,62.85,5107000,62.85
2015-02-17,62.58,62.61,61.83,62.07,3447200,62.07
2015-02-18,62.4,63.0,62.29,63.0,2534300,63.0
2015-02-19,62.59,63.03,62.01,62.81,2320900,62.81
2015-02-20,62.78,63.75,62.51,63.74,3473800,63.74
2015-02-23,63.14,63.44,62.37,62.58,4671400,62.58
2015-02-24,62.58,62.59,61.55,61.93,5481700,61.93
2015-02-25,61.93,63.05,61.89,62.87,7634000,62.87
2015-02-26,70.02,71.0,69.0,70.24,20370800,70.24
2015-02-27,69.85,70.41,69.01,69.38,8289500,69.38
2015-03-02,67.38,68.8,66.67,68.46,8124800,68.46
2015-03-03,68.06,68.38,66.71,66.95,4945600,66.95
2015-03-04,66.38,66.4,64.72,64.88,9121300,64.88
2015-03-05,65.12,66.06,64.76,65.59,3925200,65.59
2015-03-06,65.18,65.94,64.28,64.56,3861800,64.56
2015-03-09,64.75,65.67,64.32,65.48,4567800,65.48
2015-03-10,64.78,64.96,63.76,63.76,3941700,63.76
2015-03-11,64.0,64.5,63.65,63.68,3374100,63.68
2015-03-12,63.66,65.35,63.66,64.95,3809500,64.95
2015-03-13,64.81,65.42,63.9,64.6,3248000,64.6
2015-03-16,64.95,66.47,64.91,66.43,4538900,66.43
2015-03-17,65.96,67.56,65.88,67.55,5594700,67.55
2015-03-18,67.04,68.94,66.75,68.55,5576600,68.55
2015-03-19,68.3,68.95,68.1,68.88,3883100,68.88
2015-03-20,69.19,69.89,67.29,67.69,8649500,67.69
2015-03-23,67.7,68.26,67.38,67.66,3659000,67.66
2015-03-24,67.68,67.83,67.26,67.37,3216100,67.37
2015-03-25,67.3,67.34,65.53,65.78,4030100,65.78
2015-03-26,65.72,66.46,64.81,65.99,2971600,65.99
2015-03-27,65.78,66.68,65.56,66.55,2106400,66.55
2015-03-30,67.4,67.56,66.24,66.85,2741200,66.85
2015-03-31,66.51,67.96,66.46,66.81,4031700,66.81
2015-04-01,66.51,66.55,65.42,66.08,3713000,66.08
2015-04-02,66.25,66.9,65.75,66.68,2021600,66.68
2015-04-06,66.24,68.06,66.0,67.94,6375400,67.94
2015-04-07,68.24,69.75,67.99,68.2,3817100,68.2
2015-04-08,68.26,68.92,67.81,68.21,2566700,68.21
2015-04-09,68.32,68.35,66.82,67.74,2577500,67.74
2015-04-10,67.6,67.99,66.94,67.64,1953000,67.64
2015-04-13,67.76,68.32,67.0,67.08,2131000,67.08
2015-04-14,67.12,67.41,66.3,66.91,1938000,66.91
2015-04-15,67.27,67.51,66.98,67.21,2140200,67.21
2015-04-16,66.67,68.21,66.65,67.91,2269300,67.91
2015-04-17,67.16,67.16,65.44,65.81,3794200,65.81
2015-04-20,66.19,67.05,66.19,66.9,1945200,66.9
2015-04-21,67.39,67.94,67.11,67.38,2223700,67.38
2015-04-22,67.38,68.12,67.02,67.71,2051400,67.71
2015-04-23,67.36,69.08,67.26,68.47,3518400,68.47
2015-04-24,68.6,68.71,67.38,67.83,1910900,67.83
2015-04-27,68.46,68.94,67.7,67.84,2643200,67.84
2015-04-28,67.97,68.34,66.57,66.89,2832800,66.89
2015-04-29,66.31,78.46,65.89,74.65,28245800,74.65
2015-04-30,72.19,74.0,71.0,72.82,17492100,72.82
2015-05-01,73.37,74.5,72.0,73.36,9210800,73.36
2015-05-04,72.27,72.37,71.01,71.6,5058500,71.6
2015-05-05,71.5,76.18,71.0,72.75,20008500,72.75
2015-05-06,73.65,75.53,72.8,73.79,11122100,73.79
2015-05-07,74.08,74.77,73.4,74.52,4377700,74.52
2015-05-08,72.0,73.5,71.76,72.4,6156400,72.4
2015-05-11,71.48,72.28,71.2,71.2,4048500,71.2
2015-05-12,70.7,72.15,70.04,71.77,3575500,71.77
2015-05-13,72.39,72.53,71.02,71.79,4209700,71.79
2015-05-14,72.5,73.08,71.8,72.88,3199500,72.88
2015-05-15,73.22,73.31,72.25,72.4,3649300,72.4
2015-05-18,72.55,73.2,71.67,72.8,2856700,72.8
2015-05-19,72.99,73.1,70.84,71.48,5104100,71.48
2015-05-20,71.23,71.23,69.29,70.16,9728300,70.16
2015-05-21,73.51,74.68,72.31,72.91,12316000,72.91
2015-05-22,73.0,75.89,72.5,75.01,11304800,75.01
2015-05-26,73.66,73.98,73.22,73.57,6547800,73.57
2015-05-27,73.0,74.46,72.93,73.95,3927000,73.95
2015-05-28,72.92,73.49,72.53,72.68,5066300,72.68
2015-05-29,72.56,72.93,71.66,72.75,4838100,72.75
2015-06-01,72.79,73.49,72.25,73.1,3191400,73.1
2015-06-02,72.83,73.35,72.61,72.9,2623000,72.9
2015-06-03,73.21,73.6,72.7,73.47,2649500,73.47
2015-06-04,72.91,73.48,72.01,72.21,2767500,72.21
2015-06-05,72.0,73.67,71.85,73.55,3187600,73.55
2015-06-08,73.28,73.28,71.24,71.84,3830600,71.84
2015-06-09,72.46,72.48,71.0,71.76,3236500,71.76
2015-06-10,72.03,73.3,71.47,73.03,2476600,73.03
2015-06-11,73.17,73.49,72.25,72.4,2371700,72.4
2015-06-12,72.2,72.35,71.47,71.77,2288100,71.77
2015-06-15,71.31,72.67,70.73,72.56,2844600,72.56
2015-06-16,72.0,73.55,72.0,73.4,3434200,73.4
2015-06-17,73.5,75.81,73.31,74.42,7291600,74.42
2015-06-18,74.63,76.21,74.6,75.71,4230300,75.71
2015-06-19,75.5,75.95,74.96,75.0,5372600,75.0
2015-06-22,75.5,75.71,74.35,74.78,3112700,74.78
2015-06-23,74.86,74.98,73.86,74.2,3142400,74.2
2015-06-24,74.1,74.55,72.99,73.5,2763300,73.5
2015-06-25,74.32,74.65,73.37,73.61,1958200,73.61
2015-06-26,73.75,73.91,72.09,72.34,4089800,72.34
2015-06-29,71.67,71.87,69.93,70.0,2698200,70.0
2015-06-30,70.68,70.78,69.11,69.63,3559900,69.63
2015-07-01,70.58,71.04,70.15,70.54,3060700,70.54
2015-07-02,70.92,71.05,69.98,70.42,1562300,70.42
2015-07-06,69.77,69.83,68.55,69.16,3586700,69.16
2015-07-07,70.18,70.51,68.33,70.26,4937200,70.26
2015-07-08,70.03,70.49,69.07,69.39,2988500,69.39
2015-07-09,70.5,71.6,69.94,69.96,3297500,69.96
2015-07-10,70.97,71.42,70.47,71.14,2252200,71.14
2015-07-13,71.59,71.86,71.0,71.05,2446400,71.05
2015-07-14,71.21,72.01,71.21,71.79,2024100,71.79
2015-07-15,71.75,72.16,71.07,71.36,1722300,71.36
2015-07-16,71.91,72.43,71.63,72.42,2774900,72.42
2015-07-17,72.54,73.5,72.07,72.81,3005700,72.81
2015-07-20,72.89,73.19,72.41,72.77,2175900,72.77
2015-07-21,72.62,73.92,72.5,73.83,3620500,73.83
2015-07-22,73.37,74.42,73.18,73.87,3296400,73.87
2015-07-23,74.25,74.52,71.97,72.21,3231600,72.21
2015-07-24,72.71,74.19,72.26,73.92,3480300,73.92
2015-07-27,73.37,73.89,72.31,72.46,3478400,72.46
2015-07-28,72.79,73.86,71.75,73.79,3435200,73.79
2015-07-29,73.03,74.19,72.33,73.88,2158700,73.88
2015-07-30,73.69,73.84,72.34,73.36,2362800,73.36
2015-07-31,73.41,74.15,73.01,73.3,2144600,73.3
2015-08-03,73.57,73.64,72.06,72.44,2581400,72.44
2015-08-04,72.45,72.76,71.8,71.89,2089300,71.89
2015-08-05,72.57,73.64,72.43,72.53,2108900,72.53
2015-08-06,72.78,72.88,70.32,70.43,2195400,70.43
2015-08-07,70.45,70.73,69.48,70.41,2226200,70.41
2015-08-10,71.13,71.52,70.7,71.27,1814000,71.27
2015-08-11,70.68,71.88,70.4,71.63,2406200,71.63
2015-08-12,71.1,71.38,69.56,71.04,3135100,71.04
2015-08-13,71.44,71.93,70.75,71.4,2302900,71.4
2015-08-14,71.19,73.27,70.86,72.99,3246900,72.99
2015-08-17,72.59,74.14,71.6,74.04,3073000,74.04
2015-08-18,73.91,74.05,72.03,72.58,4126500,72.58
2015-08-19,72.54,72.94,71.74,72.04,4774900,72.04
2015-08-20,71.62,72.0,67.5,67.82,8168000,67.82
2015-08-21,69.0,71.55,68.28,69.15,13138700,69.15
2015-08-24,65.76,68.99,64.16,65.17,9650000,65.17
2015-08-25,67.59,68.2,65.02,65.18,7104000,65.18
2015-08-26,66.7,68.64,65.29,68.52,8044100,68.52
2015-08-27,69.31,70.24,68.25,69.94,4918100,69.94
2015-08-28,69.75,70.82,69.47,70.25,4191100,70.25
2015-08-31,69.79,70.21,69.03,69.36,3891900,69.36
2015-09-01,67.86,68.62,66.26,66.63,4373900,66.63
2015-09-02,67.59,67.98,66.33,67.98,3465400,67.98
2015-09-03,68.3,69.25,67.95,68.25,2937100,68.25
2015-09-04,67.28,67.97,66.54,67.13,3146000,67.13
2015-09-08,68.34,70.82,68.31,70.76,4098400,70.76
2015-09-09,71.02,71.33,68.85,69.03,3652800,69.03
2015-09-10,69.0,70.0,68.92,69.74,2861200,69.74
2015-09-11,69.54,70.09,68.9,70.05,3442000,70.05
2015-09-14,70.2,70.4,69.54,69.89,3436000,69.89
2015-09-15,70.63,71.7,70.15,71.27,4276400,71.27
2015-09-16,71.5,72.0,70.98,71.88,3330300,71.88
2015-09-17,71.5,73.2,71.5,72.32,4205900,72.32
2015-09-18,71.3,72.42,70.62,71.4,6039500,71.4
2015-09-21,71.76,72.64,71.06,72.14,2914000,72.14
2015-09-22,71.39,71.94,70.91,71.65,3460100,71.65
2015-09-23,71.5,72.36,70.97,71.99,2688800,71.99
2015-09-24,71.55,72.0,70.45,71.71,3056000,71.71
2015-09-25,72.6,73.62,71.95,72.44,4829900,72.44
2015-09-28,71.95,72.69,68.97,69.04,5638500,69.04
2015-09-29,69.09,69.67,67.71,68.38,4660200,68.38
2015-09-30,69.08,69.62,67.82,69.43,4080100,69.43
2015-10-01,69.16,73.07,68.68,72.91,8106900,72.91
2015-10-02,71.68,74.02,71.16,73.93,4838600,73.93
2015-10-05,74.09,75.75,73.86,75.27,4169700,75.27
2015-10-06,75.09,75.28,73.89,74.42,2519400,74.42
2015-10-07,74.62,75.29,73.25,75.0,3044400,75.0
2015-10-08,74.98,75.9,74.12,75.09,3804700,75.09
2015-10-09,75.23,75.7,74.74,75.25,3113600,75.25
2015-10-12,75.31,76.25,74.99,75.88,2594500,75.88
2015-10-13,76.52,78.3,75.84,76.63,5578600,76.63
2015-10-14,76.29,76.57,75.21,75.58,3447200,75.58
2015-10-15,76.19,78.34,75.91,77.7,3295300,77.7
2015-10-16,78.18,78.84,77.46,78.77,3613400,78.77
2015-10-19,78.44,79.33,77.48,77.93,4346900,77.93
2015-10-20,78.0,78.51,76.88,77.53,2006700,77.53
2015-10-21,77.42,77.53,75.31,75.83,3134700,75.83
2015-10-22,76.45,78.42,76.45,77.37,3280100,77.37
2015-10-23,78.2,79.38,77.27,78.56,3971400,78.56
2015-10-26,78.58,79.3,77.64,78.22,2740300,78.22
2015-10-27,78.04,78.62,77.32,77.75,1683800,77.75
2015-10-28,77.88,78.53,76.57,78.53,3266800,78.53
2015-10-29,78.58,78.72,77.57,78.14,1822100,78.14
2015-10-30,78.15,78.63,77.42,77.71,3371600,77.71
2015-11-02,77.71,79.82,77.5,79.2,3110000,79.2
2015-11-03,79.03,79.32,78.25,78.63,2398500,78.63
2015-11-04,78.88,79.48,78.08,78.39,2585800,78.39
2015-11-05,78.41,79.48,77.8,78.71,2601900,78.71
2015-11-06,78.56,79.63,78.18,79.41,2835100,79.41
2015-11-09,78.93,79.02,77.41,78.22,3088300,78.22
2015-11-10,78.2,78.36,77.3,78.25,2610500,78.25
2015-11-11,78.54,79.0,78.09,78.71,2385700,78.71
2015-11-12,78.47,79.75,78.23,78.3,3159800,78.3
2015-11-13,78.08,78.08,75.42,75.6,3922600,75.6
2015-11-16,75.54,76.33,73.94,76.26,4053200,76.26
2015-11-17,76.57,78.49,76.41,77.24,4567600,77.24
2015-11-18,77.77,78.05,75.81,77.35,6442500,77.35
2015-11-19,81.05,82.9,80.45,80.64,11602800,80.64
2015-11-20,80.9,82.14,79.71,80.99,5336300,80.99
2015-11-23,80.44,81.74,80.39,80.78,3593700,80.78
2015-11-24,80.3,80.8,79.13,80.39,3420300,80.39
2015-11-25,80.37,81.12,79.75,80.41,2487300,80.41
2015-11-27,80.22,80.48,79.45,79.97,2221700,79.97
2015-11-30,79.73,80.18,79.29,79.69,4449700,79.69
2015-12-01,80.35,81.1,79.65,81.01,3767400,81.01
2015-12-02,80.77,81.94,80.42,80.88,3379800,80.88
2015-12-03,80.96,82.06,79.56,79.93,4769100,79.93
2015-12-04,80.33,82.14,80.16,82.14,4341700,82.14
2015-12-07,81.81,81.86,80.3,80.68,2962500,80.68
2015-12-08,80.21,81.46,79.86,81.08,2105700,81.08
2015-12-09,80.83,81.4,79.22,79.71,3181000,79.71
2015-12-10,79.8,79.97,79.16,79.38,2032800,79.38
2015-12-11,78.3,78.88,76.65,76.87,4490700,76.87
2015-12-14,76.76,77.67,75.85,76.99,3946700,76.99
2015-12-15,77.66,77.87,76.97,77.37,3393500,77.37
2015-12-16,77.64,79.1,77.12,78.89,3749400,78.89
2015-12-17,78.97,79.32,78.04,78.43,2654300,78.43
2015-12-18,78.11,79.49,77.03,77.03,6721400,77.03
2015-12-21,78.3,78.33,76.43,77.29,3011600,77.29
