timestamp,open,high,low,close,volume,adjusted_close
2020-01-02,67.42,68.43,67.32,68.43,27285300,68.43
2020-01-03,67.4,68.69,67.37,68.08,23412580,68.08
2020-01-06,67.58,69.92,67.55,69.89,46786860,69.89
2020-01-07,70.02,70.18,69.58,69.76,34529120,69.76
2020-01-08,69.74,70.59,69.63,70.25,35325480,70.25
2020-01-09,71.1,71.43,70.51,70.99,33228760,70.99
2020-01-10,71.47,71.75,70.98,71.45,26263560,71.45
2020-01-13,71.76,72.07,71.27,72.0,30746340,72.0
2020-01-14,72.0,72.13,71.39,71.53,26112720,71.53
2020-01-15,71.65,72.04,71.58,71.96,21550380,71.96
2020-01-16,72.27,72.54,72.0,72.51,26080800,72.51
2020-01-17,73.13,74.03,72.83,73.98,52424000,73.98
2020-01-21,73.95,74.49,73.51,74.11,48932020,74.11
2020-01-22,74.49,75.03,74.13,74.21,28458920,74.21
2020-01-23,74.38,74.68,74.02,74.23,26651240,74.23
2020-01-24,74.64,74.71,73.16,73.31,29786000,73.31
2020-01-27,71.58,71.83,70.97,71.59,34132000,71.59
2020-01-28,72.09,72.74,71.52,72.53,29731720,72.53
2020-01-29,72.92,73.21,72.27,72.83,21639280,72.83
2020-01-30,71.91,72.76,71.75,72.71,27110000,72.71
2020-01-31,73.39,73.48,71.35,71.64,43822000,71.64
2020-02-03,73.08,74.32,72.83,74.13,72175200,74.13
2020-02-04,72.72,73.37,71.1,72.27,95880000,72.27
2020-02-05,73.18,73.23,71.48,72.3,36376000,72.3
2020-02-06,72.6,74.08,72.52,73.8,37822000,73.8
2020-02-07,73.37,74.26,73.27,73.96,28360980,73.96
2020-02-10,73.86,75.44,73.76,75.43,38302000,75.43
2020-02-11,75.66,76.49,75.27,75.5,34852940,75.5
2020-02-12,75.79,76.02,75.43,75.93,31042720,75.93
2020-02-13,75.5,76.3,75.2,75.67,22914000,75.67
2020-02-14,75.73,76.0,75.28,75.94,23198000,75.94
2020-02-18,75.72,76.53,75.55,75.97,25680220,75.97
2020-02-19,76.36,76.54,76.05,76.24,22746760,76.24
2020-02-20,75.95,76.35,75.21,75.85,25967720,75.85
2020-02-21,75.23,75.55,73.92,74.17,42536860,74.17
2020-02-24,71.15,71.82,70.34,70.99,49560780,70.99
2020-02-25,71.55,71.84,69.02,69.32,51580000,69.32
2020-02-26,69.75,70.68,68.83,69.52,49803560,69.52
2020-02-27,67.96,68.47,65.71,65.75,62290000,65.75
2020-02-28,63.72,67.12,63.41,66.96,80218000,66.96
2020-03-02,67.57,69.37,66.26,69.32,55430000,69.32
2020-03-03,69.88,70.41,66.46,66.89,56602239,66.89
2020-03-04,67.95,69.14,66.85,69.08,47598000,69.08
2020-03-05,67.28,67.68,65.08,65.74,54380000,65.74
2020-03-06,63.5,65.14,62.86,64.79,64646299,64.79
2020-03-09,60.25,62.64,59.9,60.79,69252000,60.79
2020-03-10,62.72,63.79,60.73,63.76,54872000,63.76
2020-03-11,62.41,62.85,59.56,60.55,54833880,60.55
2020-03-12,56.13,59.44,55.42,55.58,94326000,55.58
2020-03-13,58.75,60.72,55.61,60.71,79400000,60.71
2020-03-16,54.48,57.27,53.35,53.65,96520000,53.65
2020-03-17,54.53,56.3,52.46,55.9,83194000,55.9
2020-03-18,53.0,55.25,51.85,54.56,93044760,54.56
2020-03-19,54.41,57.63,52.78,55.58,74064960,55.58
2020-03-20,56.55,56.92,53.11,53.41,82878000,53.41
2020-03-23,52.82,53.35,50.44,52.71,83672580,52.71
2020-03-24,55.2,56.67,54.32,56.5,72468700,56.5
2020-03-25,56.23,57.31,54.15,55.08,90324000,55.08
2020-03-26,55.74,58.57,54.6,58.15,76688440,58.15
2020-03-27,56.37,57.55,55.2,55.51,62794000,55.51
2020-03-30,56.63,57.55,54.92,57.32,58736539,57.32
2020-03-31,57.44,58.67,56.84,58.1,65279419,58.1
2020-04-01,56.2,56.47,54.67,55.11,51970380,55.11
2020-04-02,55.0,56.14,54.66,55.85,56410679,55.85
2020-04-03,55.74,55.94,53.75,54.64,51374000,54.64
2020-04-06,56.65,59.54,56.25,59.16,63320000,59.16
2020-04-07,60.85,61.04,58.86,59.13,61620000,59.13
2020-04-08,60.16,60.75,59.2,60.35,40334260,60.35
2020-04-09,60.91,61.1,59.62,60.33,54028460,60.33
2020-04-13,60.08,60.73,59.12,60.52,38702560,60.52
2020-04-14,62.0,63.79,61.43,63.26,63358000,63.26
2020-04-15,62.33,63.76,61.7,62.87,42236840,62.87
2020-04-16,63.36,63.67,61.91,62.87,57896000,62.87
2020-04-17,64.08,64.5,63.3,63.95,51056480,63.95
2020-04-20,63.49,63.84,62.82,63.06,35292160,63.06
2020-04-21,62.14,62.5,60.25,60.61,49648080,60.61
2020-04-22,62.06,63.99,61.86,62.92,46315840,62.92
2020-04-23,63.29,64.41,63.03,63.56,34202440,63.56
2020-04-24,62.75,63.89,62.2,63.83,37440080,63.83
2020-04-27,64.6,64.71,63.25,63.54,44186660,63.54
2020-04-28,64.16,64.24,61.52,61.63,80700140,61.63
2020-04-29,67.25,68.01,66.34,67.11,108358000,67.11
2020-04-30,66.57,67.5,66.08,67.33,55842480,67.33
2020-05-01,66.2,67.57,65.48,65.87,48872000,65.87
2020-05-04,65.41,66.22,64.8,66.15,30806940,66.15
2020-05-05,66.88,68.55,66.75,67.45,39666360,67.45
2020-05-06,67.9,68.43,67.26,67.27,31732580,67.27
2020-05-07,68.07,68.8,67.63,68.46,30716380,68.46
2020-05-08,69.09,69.83,68.6,69.22,33329740,69.22
2020-05-11,68.84,70.78,68.78,70.18,32718000,70.18
2020-05-12,70.41,70.72,68.73,68.76,33918000,68.76
2020-05-13,68.81,69.27,66.4,67.42,40368080,67.42
2020-05-14,66.68,67.87,66.17,67.84,36660340,67.84
2020-05-15,67.41,68.73,66.95,68.65,41544000,68.65
2020-05-18,68.08,69.64,67.71,69.26,47128980,69.26
2020-05-19,69.27,69.62,68.69,68.72,31586000,68.72
2020-05-20,69.46,70.6,69.37,70.46,38262660,70.46
2020-05-21,70.55,70.82,69.72,70.34,30899520,70.34
2020-05-22,70.19,70.85,69.8,70.66,28544120,70.66
2020-05-26,72.1,72.26,70.97,71.07,44590000,71.07
2020-05-27,71.0,71.27,69.73,71.01,31684000,71.01
2020-05-28,70.0,72.22,69.95,70.91,35195740,70.91
2020-05-29,71.02,71.84,70.8,71.68,37050440,71.68
2020-06-01,71.29,72.08,71.11,71.74,25185080,71.74
2020-06-02,71.75,72.15,71.08,72.12,23442000,72.12
2020-06-03,72.14,72.45,71.58,71.96,27732800,71.96
2020-06-04,71.84,72.07,70.3,70.72,26982100,70.72
2020-06-05,70.78,72.32,70.38,72.0,42647000,72.0
2020-06-08,71.31,72.45,71.22,72.4,33878000,72.4
2020-06-09,72.26,73.39,72.12,72.6,33624000,72.6
2020-06-10,73.08,73.64,72.72,73.24,31762320,73.24
2020-06-11,72.05,72.58,69.92,70.1,47144860,70.1
2020-06-12,71.29,71.73,69.29,70.65,36676000,70.65
2020-06-15,69.47,71.25,69.36,71.04,30553040,71.04
2020-06-16,72.45,72.86,71.45,72.32,30696520,72.32
2020-06-17,72.65,73.11,71.76,72.63,30610000,72.63
2020-06-18,72.49,72.65,71.31,71.71,34862000,71.71
2020-06-19,72.0,72.22,70.95,71.23,52784000,71.23
2020-06-22,71.25,72.55,70.96,72.53,29442000,72.53
2020-06-23,72.6,73.76,72.25,73.2,37752000,73.2
2020-06-24,73.16,73.79,71.5,71.64,31592000,71.64
2020-06-25,71.56,72.12,70.98,72.06,23958140,72.06
2020-06-26,71.63,71.85,67.75,68.13,97640280,68.13
2020-06-29,68.02,69.9,67.58,69.86,45074000,69.86
2020-06-30,69.84,71.2,69.35,70.9,40286400,70.9
2020-07-01,70.96,72.42,70.71,72.1,42182480,72.1
2020-07-02,72.59,74.43,72.55,73.5,57218299,73.5
2020-07-06,74.41,75.5,73.85,74.98,44712600,74.98
2020-07-07,74.81,76.07,74.49,74.5,42364000,74.5
2020-07-08,75.04,75.56,74.61,75.18,31766000,75.18
2020-07-09,75.5,76.46,74.78,75.93,41836660,75.93
2020-07-10,75.66,77.07,75.04,76.95,35921260,76.95
2020-07-13,77.5,78.82,75.33,75.61,42954560,75.61
2020-07-14,74.64,76.14,74.3,76.04,38108000,76.04
2020-07-15,76.16,76.82,74.89,75.84,31026500,75.84
2020-07-16,75.08,75.8,74.41,75.75,26484540,75.75
2020-07-17,75.85,76.17,74.91,75.84,34264620,75.84
2020-07-20,75.75,78.45,75.13,78.19,30166000,78.19
2020-07-21,79.25,79.35,77.63,77.8,27554360,77.8
2020-07-22,77.79,78.35,77.16,78.24,24482000,78.24
2020-07-23,78.3,78.52,75.43,75.84,33910000,75.84
2020-07-24,74.96,75.77,74.38,75.41,29907620,75.41
2020-07-27,75.66,76.88,75.62,76.47,27124000,76.47
2020-07-28,76.25,76.3,75.03,75.18,30910680,75.18
2020-07-29,75.25,76.67,75.15,76.18,22676000,76.18
2020-07-30,74.9,77.04,74.76,76.92,36042420,76.92
2020-07-31,74.85,75.25,72.7,74.4,91527640,74.4
2020-08-03,74.55,74.89,73.59,74.14,45521700,74.14
2020-08-04,74.34,74.66,73.2,73.67,37212180,73.67
2020-08-05,73.84,74.5,73.56,73.95,29150360,73.95
2020-08-06,73.81,75.31,73.6,75.25,33306000,75.25
2020-08-07,75.45,76.0,74.31,74.92,27725880,74.92
2020-08-10,74.54,75.36,73.87,74.84,20546580,74.84
2020-08-11,74.7,75.52,73.91,74.03,31098000,74.03
2020-08-12,74.36,75.58,74.25,75.36,22531200,75.36
2020-08-13,75.41,76.85,75.41,75.83,22394220,75.83
2020-08-14,75.68,75.99,74.95,75.23,21942000,75.23
2020-08-17,75.8,76.19,75.25,75.81,19998680,75.81
2020-08-18,76.31,77.87,76.08,77.79,28378000,77.79
2020-08-19,77.62,78.44,77.0,77.23,30472000,77.23
2020-08-20,77.0,79.01,76.72,78.81,26382620,78.81
2020-08-21,78.59,79.59,78.12,78.78,34845500,78.78
2020-08-24,79.62,80.44,78.75,79.26,25638000,79.26
2020-08-25,79.01,80.44,78.89,80.29,25150000,80.29
2020-08-26,80.32,82.64,80.05,82.21,52188000,82.21
2020-08-27,82.33,82.4,80.94,81.43,31350060,81.43
2020-08-28,81.47,82.07,81.28,81.97,22423900,81.97
2020-08-31,82.18,82.23,81.27,81.48,26422000,81.48
2020-09-01,81.61,82.96,81.48,82.75,22675320,82.75
2020-09-02,83.4,86.31,83.01,85.87,49522000,85.87
2020-09-03,84.98,85.0,80.39,81.48,63726000,81.48
2020-09-04,80.45,81.75,76.9,79.06,55850660,79.06
